component_id,name,observed_version,original_cpe,source,source_name,description,payload_summary,actual_product,actual_vendor,actual_product_version,product_classification,product_reason,product_evidence,version_reason,version_evidence,cpe_family,cpe_family_binding_basis,cpe_resolution_path,active_exact_match,deprecated_match,deprecated_resolution,resolved_active_cpe,configuration_gate_passed,configuration_only_match,configuration_criteria,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,evidence_strength,human_validation_required,human_validation_reason,exact_firmware_evidence
199926,luci-lib-ip,git-20.250.76529-62505bd,cpe:2.3:a:luci-lib-ip:luci-lib-ip:git-20.250.76529-62505bd:*:*:*:*:*:*:*,feeds/luci/libs/luci-lib-ip,luci-lib-ip,Lua library for IP calculation and routing information,files=1; exec=0; lib=0; plugin=1; kmod=0; paths=/usr/lib/lua/luci/ip.so,luci lib ip,OpenWrt/upstream source,git-20.250.76529-62505bd,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=feeds/luci/libs/luci-lib-ip; role=PLUGIN_OR_MODULE; Description=Lua library for IP calculation and routing information; paths=/usr/lib/lua/luci/ip.so,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/luci-lib-ip.control; list=/usr/lib/opkg/info/luci-lib-ip.list; status_version_matches=True
199927,luci-lib-jsonc,2025-01-06,cpe:2.3:a:luci-lib-jsonc:luci-lib-jsonc:2025-01-06:*:*:*:*:*:*:*,package/libs/luci-lib-jsonc,luci-lib-jsonc,"LuCI JSON-C Lua bindings, used for encoding and decoding JSON within Lua scripts.",files=1; exec=0; lib=0; plugin=1; kmod=0; paths=/usr/lib/lua/luci/jsonc.so,luci lib jsonc,OpenWrt/upstream source,2025-01-06,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.","Exact control/list/status: Source=package/libs/luci-lib-jsonc; role=PLUGIN_OR_MODULE; Description=LuCI JSON-C Lua bindings, used for encoding and decoding JSON within Lua scripts.; paths=/usr/lib/lua/luci/jsonc.so",OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/luci-lib-jsonc.control; list=/usr/lib/opkg/info/luci-lib-jsonc.list; status_version_matches=True
199928,luci-lib-nixio,git-20.234.06894-c4a4e43,cpe:2.3:a:luci-lib-nixio:luci-lib-nixio:git-20.234.06894-c4a4e43:*:*:*:*:*:*:*,feeds/luci/libs/luci-lib-nixio,luci-lib-nixio,NIXIO POSIX library,files=4; exec=0; lib=0; plugin=3; kmod=0; paths=/usr/lib/lua/nixio/util.lua | /usr/lib/lua/nixio.so | /lib/upgrade/luci-add-conffiles.sh,luci lib nixio,OpenWrt/upstream source,git-20.234.06894-c4a4e43,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"Exact naming, description, and payload identify a plugin/module; its Source parent CPE is not inherited.",Exact control/list/status: Source=feeds/luci/libs/luci-lib-nixio; role=PLUGIN_OR_MODULE; Description=NIXIO POSIX library; paths=/usr/lib/lua/nixio/util.lua | /usr/lib/lua/nixio.so | /lib/upgrade/luci-add-conffiles.sh,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/luci-lib-nixio.control; list=/usr/lib/opkg/info/luci-lib-nixio.list; status_version_matches=True
199929,macchina-gateway,0.0.1a,cpe:2.3:a:macchina-gateway:macchina-gateway:0.0.1a:*:*:*:*:*:*:*,package/teltonika/macchina-gateway,macchina-gateway,Macchina remote access gateway,files=3; exec=2; lib=0; plugin=0; kmod=0; paths=/usr/bin/rmgateway.properties | /usr/bin/rmgateway | /etc/init.d/rmgateway,macchina gateway,Teltonika,0.0.1a,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/macchina-gateway; Description=Macchina remote access gateway; paths=/usr/bin/rmgateway.properties | /usr/bin/rmgateway | /etc/init.d/rmgateway; siblings=macchina-gateway,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:macchina_gateway,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/macchina-gateway.control; list=/usr/lib/opkg/info/macchina-gateway.list; status_version_matches=True
199930,macchina_sdk,0.0.1a,cpe:2.3:a:macchina_sdk:macchina_sdk:0.0.1a:*:*:*:*:*:*:*,package/teltonika/macchina-sdk,macchina_sdk,Macchina.io gateway SDK,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,macchina sdk,Teltonika,0.0.1a,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Exact metadata identifies a meta/helper/data artifact rather than an independently mapped software product.,Exact control/list/status: Source=package/teltonika/macchina-sdk; role=META_OR_HELPER_PACKAGE; Description=Macchina.io gateway SDK; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/macchina_sdk.control; list=/usr/lib/opkg/info/macchina_sdk.list; status_version_matches=True
199931,mctl,4.10,cpe:2.3:a:mctl:mctl:4.10:*:*:*:*:*:*:*,package/teltonika/mctl,mctl,Simple executable application for modem restart. Created by Teltonika,files=1; exec=1; lib=0; plugin=0; kmod=0; paths=/sbin/mctl,MCTL,Teltonika,4.10,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mctl; Description=Simple executable application for modem restart. Created by Teltonika; paths=/sbin/mctl; siblings=libmctl | mctl | modem_trackd,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mctl,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mctl.control; list=/usr/lib/opkg/info/mctl.list; status_version_matches=True
199932,mdcollectd,2024-12-02-2,cpe:2.3:a:mdcollectd:mdcollectd:2024-12-02-2:*:*:*:*:*:*:*,package/teltonika/mdcollect,mdcollectd,mdcollectd,files=3; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/bin/mdcollectd | /etc/init.d/mdcollectd | /etc/config/mdcollectd,Mobile Data Collector,Teltonika,2024-12-02-2,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mdcollect; Description=mdcollectd; paths=/usr/bin/mdcollectd | /etc/init.d/mdcollectd | /etc/config/mdcollectd; siblings=libmdcollect | mdcollectd,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mobile_data_collector,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mdcollectd.control; list=/usr/lib/opkg/info/mdcollectd.list; status_version_matches=True
199933,minizip,4.0.7-2,cpe:2.3:a:minizip:minizip:4.0.7-2:*:*:*:*:*:*:*,package/utils/minizip,minizip,"minizip is a zip manipulation library written in C that is supported on Windows, macOS, and Linux",files=1; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/bin/minizip,minizip-ng,zlib-ng project,4.0.7,PRODUCT_IDENTITY_CONFIRMED,The exact package description and installed core executable/library identify the named upstream product; package role was not used as a hard gate.,"Source=package/utils/minizip; Description=minizip is a zip manipulation library written in C that is supported on Windows, macOS, and Linux; paths=/usr/bin/minizip; siblings=minizip",PRODUCT_SPECIFIC_UPSTREAM_VERSION_NORMALIZATION,Observed 4.0.7-2 was normalized to 4.0.7 using the exact package/source structure and product-specific official release evidence.,a:zlib-ng:minizip-ng,VERIFIED_UPSTREAM_TO_CPE_FAMILY,ACTIVE_EXACT,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,,NOT_ENCOUNTERED,,false,false,,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,ACTIVE_EXACT,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",MODERATE,true,PROPOSED_GT_CPE_CONFIRMATION,control=/usr/lib/opkg/info/minizip.control; list=/usr/lib/opkg/info/minizip.list; status_version_matches=True
199934,mnfinfo,2.25.1,cpe:2.3:a:mnfinfo:mnfinfo:2.25.1:*:*:*:*:*:*:*,package/teltonika/mnfinfo,mnfinfo,Device mnf-info command line interface,files=1; exec=1; lib=0; plugin=0; kmod=0; paths=/sbin/mnf_info,Manufacturer Information,Teltonika,2.25.1,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mnfinfo; Description=Device mnf-info command line interface; paths=/sbin/mnf_info; siblings=libmnfinfo | mnfinfo | rpcd-mod-mnfinfo,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:manufacturer_information,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mnfinfo.control; list=/usr/lib/opkg/info/mnfinfo.list; status_version_matches=True
199935,mobifd,ab396378,cpe:2.3:a:mobifd:mobifd:ab396378:*:*:*:*:*:*:*,package/teltonika/mobifd,mobifd,Daemon for managing operator connection establishment and data connection handling.,files=11; exec=3; lib=0; plugin=0; kmod=0; paths=/usr/libexec/rpcd/rpc-ping | /lib/functions/mobile.sh | /etc/uci-defaults/etc/106_operctl | /etc/init.d/mobifd | /usr/share/gsm/5-remove-operlist | /usr/share/acl.d/mobifd.json | /lib/config.d/400-gzip-apn-db,mobifd,Teltonika,ab396378,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mobifd; Description=Daemon for managing operator connection establishment and data connection handling.; paths=/usr/libexec/rpcd/rpc-ping | /lib/functions/mobile.sh | /etc/uci-defaults/etc/106_operctl | /etc/init.d/mobifd | /usr/share/gsm/5-remove-operlist | /usr/share/acl.d/mobifd.json | /lib/config.d/400-gzip-apn-db; siblings=mobifd,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mobifd,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,WEAK,true,WEAK_EVIDENCE | OPAQUE_VENDOR_VERSION_IDENTIFIER | PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mobifd.control; list=/usr/lib/opkg/info/mobifd.list; status_version_matches=True
199936,mobutils-call_utilities,3.14,cpe:2.3:a:mobutils-call_utilities:mobutils-call_utilities:3.14:*:*:*:*:*:*:*,package/teltonika/mobutils,mobutils-call_utilities,Call utilities,files=3; exec=1; lib=0; plugin=0; kmod=0; paths=/sbin/call_utils | /etc/config/call_utils | /etc/init.d/call_utils,Mobile Utilities,Teltonika,3.14,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mobutils; Description=Call utilities; paths=/sbin/call_utils | /etc/config/call_utils | /etc/init.d/call_utils; siblings=mobutils | mobutils-call_utilities | mobutils-sms_utilities,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mobile_utilities,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mobutils-call_utilities.control; list=/usr/lib/opkg/info/mobutils-call_utilities.list; status_version_matches=True
199937,mobutils-sms_utilities,3.14,cpe:2.3:a:mobutils-sms_utilities:mobutils-sms_utilities:3.14:*:*:*:*:*:*:*,package/teltonika/mobutils,mobutils-sms_utilities,SMS utilities,files=6; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/sbin/sms_utils | /etc/config/sms_utils | /etc/uci-defaults/etc/99_sms_gateway,Mobile Utilities,Teltonika,3.14,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mobutils; Description=SMS utilities; paths=/usr/sbin/sms_utils | /etc/config/sms_utils | /etc/uci-defaults/etc/99_sms_gateway; siblings=mobutils | mobutils-call_utilities | mobutils-sms_utilities,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mobile_utilities,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mobutils-sms_utilities.control; list=/usr/lib/opkg/info/mobutils-sms_utilities.list; status_version_matches=True
199938,mobutils,3.14,cpe:2.3:a:mobutils:mobutils:3.14:*:*:*:*:*:*:*,package/teltonika/mobutils,mobutils,Mobile utilities,files=2; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/config/sms_gateway | /usr/share/acl.d/mobutils.json,mobutils,Teltonika,3.14,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Exact metadata identifies a meta/helper/data artifact rather than an independently mapped software product.,Exact control/list/status: Source=package/teltonika/mobutils; role=META_OR_HELPER_PACKAGE; Description=Mobile utilities; paths=/etc/config/sms_gateway | /usr/share/acl.d/mobutils.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/mobutils.control; list=/usr/lib/opkg/info/mobutils.list; status_version_matches=True
199939,modbus_client,2025-02-20,cpe:2.3:a:modbus_client:modbus_client:2025-02-20:*:*:*:*:*:*:*,package/teltonika/modbus_client,modbus_client,MODBUS TCP/Serial client designed for reading/writing data from MODBUS servers and storing read data in local database.,files=5; exec=1; lib=2; plugin=0; kmod=0; paths=/usr/sbin/modbus_client | /usr/lib/libalarms.so | /usr/lib/rpcd/modbus_client.so | /etc/config/modbus_client | /etc/init.d/modbus_client,modbus client,Teltonika,2025-02-20,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/modbus_client; Description=MODBUS TCP/Serial client designed for reading/writing data from MODBUS servers and storing read data in local database.; paths=/usr/sbin/modbus_client | /usr/lib/libalarms.so | /usr/lib/rpcd/modbus_client.so | /etc/config/modbus_client | /etc/init.d/modbus_client; siblings=modbus_client,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:modbus_client,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/modbus_client.control; list=/usr/lib/opkg/info/modbus_client.list; status_version_matches=True
199940,modbus_server,2025-02-20-1,cpe:2.3:a:modbus_server:modbus_server:2025-02-20-1:*:*:*:*:*:*:*,package/teltonika/modbus_server,modbus_server,MODBUS TCP/Serial server designed for MODBUS clients to read and write device data.,files=3; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/sbin/modbus_server | /etc/config/modbus_server | /etc/init.d/modbus_server,modbus server,Teltonika,2025-02-20-1,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/modbus_server; Description=MODBUS TCP/Serial server designed for MODBUS clients to read and write device data.; paths=/usr/sbin/modbus_server | /etc/config/modbus_server | /etc/init.d/modbus_server; siblings=modbus_server,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:modbus_server,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/modbus_server.control; list=/usr/lib/opkg/info/modbus_server.list; status_version_matches=True
199941,modbusgwd,2025-02-20,cpe:2.3:a:modbusgwd:modbusgwd:2025-02-20:*:*:*:*:*:*:*,package/teltonika/modbusgwd,modbusgwd,"MODBUS RTU to TCP gateway designed to receive MODBUS TCP message, convert to MODBUS RTU and send it to MODBUS RTU device.",files=3; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/sbin/modbusgwd | /etc/config/rs_modbus | /etc/init.d/rs_modbus,modbusgwd,Teltonika,2025-02-20,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.","Source=package/teltonika/modbusgwd; Description=MODBUS RTU to TCP gateway designed to receive MODBUS TCP message, convert to MODBUS RTU and send it to MODBUS RTU device.; paths=/usr/sbin/modbusgwd | /etc/config/rs_modbus | /etc/init.d/rs_modbus; siblings=modbusgwd",VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:modbusgwd,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/modbusgwd.control; list=/usr/lib/opkg/info/modbusgwd.list; status_version_matches=True
199942,modem_control,2025-02-20,cpe:2.3:a:modem_control:modem_control:2025-02-20:*:*:*:*:*:*:*,package/teltonika/modem_control,modem_control,Modem control through serial interface,files=3; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/sbin/modem_control | /etc/init.d/rs_modem | /etc/config/rs_modem,modem control,Teltonika,2025-02-20,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/modem_control; Description=Modem control through serial interface; paths=/usr/sbin/modem_control | /etc/init.d/rs_modem | /etc/config/rs_modem; siblings=modem_control,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:modem_control,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/modem_control.control; list=/usr/lib/opkg/info/modem_control.list; status_version_matches=True
199943,modem_trackd,4.10,cpe:2.3:a:modem_trackd:modem_trackd:4.10:*:*:*:*:*:*:*,package/teltonika/mctl,modem_trackd,Simple server to track modem state. Created by Teltonika,files=2; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/sbin/modem_trackd | /etc/init.d/modem_trackd,MCTL,Teltonika,4.10,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mctl; Description=Simple server to track modem state. Created by Teltonika; paths=/usr/sbin/modem_trackd | /etc/init.d/modem_trackd; siblings=libmctl | mctl | modem_trackd,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mctl,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/modem_trackd.control; list=/usr/lib/opkg/info/modem_trackd.list; status_version_matches=True
199944,modems,3.14,cpe:2.3:a:modems:modems:3.14:*:*:*:*:*:*:*,package/teltonika/libs/modems,modems,3G/4G modem list,files=25; exec=0; lib=0; plugin=0; kmod=0; paths=/lib/network/wwan/2c7c:0512 | /lib/network/wwan/2c7c:0296,modems,Teltonika,3.14,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Exact metadata identifies a meta/helper/data artifact rather than an independently mapped software product.,Exact control/list/status: Source=package/teltonika/libs/modems; role=META_OR_HELPER_PACKAGE; Description=3G/4G modem list; paths=/lib/network/wwan/2c7c:0512 | /lib/network/wwan/2c7c:0296,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/modems.control; list=/usr/lib/opkg/info/modems.list; status_version_matches=True
199945,mqtt-modbus-gateway,2025-02-20,cpe:2.3:a:mqtt-modbus-gateway:mqtt-modbus-gateway:2025-02-20:*:*:*:*:*:*:*,package/teltonika/mqtt-modbus-gateway,mqtt-modbus-gateway,MQTT-Modbus Gateway is a service meant to read/write MODBUS TCP/RTU servers via MQTT messages.,files=3; exec=1; lib=0; plugin=0; kmod=0; paths=/usr/sbin/modbusgateway | /etc/init.d/modbusgateway | /etc/config/modbusgateway,mqtt modbus gateway,Teltonika,2025-02-20,PRODUCT_IDENTITY_CONFIRMED,"Exact vendor control, description, and installed payload establish this internal software product/library without inheriting another Source product.",Source=package/teltonika/mqtt-modbus-gateway; Description=MQTT-Modbus Gateway is a service meant to read/write MODBUS TCP/RTU servers via MQTT messages.; paths=/usr/sbin/modbusgateway | /etc/init.d/modbusgateway | /etc/config/modbusgateway; siblings=mqtt-modbus-gateway,VENDOR_PRODUCT_IDENTIFIER_PRESERVED,The complete exact installed vendor Version is preserved; no unproved package-release suffix is removed.,a:teltonika:mqtt_modbus_gateway,EXACT_VENDOR_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mqtt-modbus-gateway.control; list=/usr/lib/opkg/info/mqtt-modbus-gateway.list; status_version_matches=True
199946,mtd,27,cpe:2.3:a:mtd:mtd:27:*:*:*:*:*:*:*,package/system/mtd,mtd,"This package contains an utility useful to upgrade from other firmware or 
older OpenWrt releases.",files=1; exec=1; lib=0; plugin=0; kmod=0; paths=/sbin/mtd,mtd,OpenWrt,27,PRODUCT_IDENTITY_CONFIRMED,"Exact control Source, description, and core executable/library payload establish the OpenWrt software product independently of CPE metadata.","Source=package/system/mtd; Description=This package contains an utility useful to upgrade from other firmware or 
older OpenWrt releases.; paths=/sbin/mtd; siblings=mtd",EXACT_INSTALLED_PRODUCT_IDENTIFIER,No suffix was removed; the exact installed Version is preserved as the product identifier.,a:openwrt:mtd,EXACT_OPENWRT_PROJECT_AND_PRODUCT_IDENTITY_TUPLE,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,true,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NO_CPE_REPRESENTATION,N/A,MODERATE,true,PRODUCT_WITHOUT_CONFIRMED_DIRECT_CPE,control=/usr/lib/opkg/info/mtd.control; list=/usr/lib/opkg/info/mtd.list; status_version_matches=True
