component_id,repository,tag,sbom_source_path,bom_ref,component_type,component_name,component_version,publisher,purl,raw_cpe,structural_status,error_message,part_raw,vendor_raw,product_raw,version_raw,update_raw,edition_raw,language_raw,sw_edition_raw,target_sw_raw,target_hw_raw,other_raw
93462,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libcap2@1%3A2.75-10%2Bdeb13u1%2Bb1?arch=amd64&distro=debian-13.6&package-id=82b01daae666f7f2&upstream=libcap2%401%3A2.75-10%2Bdeb13u1,library,libcap2,1:2.75-10+deb13u1+b1,Christian Kastner <ckk@debian.org>,pkg:deb/debian/libcap2@1%3A2.75-10%2Bdeb13u1%2Bb1?arch=amd64&distro=debian-13.6&upstream=libcap2%401%3A2.75-10%2Bdeb13u1,cpe:2.3:a:libcap2:libcap2:1\:2.75-10\+deb13u1\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcap2,libcap2,1\:2.75-10\+deb13u1\+b1,*,*,*,*,*,*,*
93461,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libcap-ng0@0.8.5-4%2Bb1?arch=amd64&distro=debian-13.6&package-id=b41a5e7ee674f97b&upstream=libcap-ng%400.8.5-4,library,libcap-ng0,0.8.5-4+b1,Håvard F. Aasen <havard.f.aasen@pfft.no>,pkg:deb/debian/libcap-ng0@0.8.5-4%2Bb1?arch=amd64&distro=debian-13.6&upstream=libcap-ng%400.8.5-4,cpe:2.3:a:libcap-ng0:libcap-ng0:0.8.5-4\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcap-ng0,libcap-ng0,0.8.5-4\+b1,*,*,*,*,*,*,*
93458,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libc-bin@2.41-12%2Bdeb13u3?arch=amd64&distro=debian-13.6&package-id=db8f902611567c92&upstream=glibc,library,libc-bin,2.41-12+deb13u3,GNU Libc Maintainers <debian-glibc@lists.debian.org>,pkg:deb/debian/libc-bin@2.41-12%2Bdeb13u3?arch=amd64&distro=debian-13.6&upstream=glibc,cpe:2.3:a:libc-bin:libc-bin:2.41-12\+deb13u3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libc-bin,libc-bin,2.41-12\+deb13u3,*,*,*,*,*,*,*
93459,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libc-l10n@2.41-12%2Bdeb13u3?arch=all&distro=debian-13.6&package-id=a7d1ff47e3560744&upstream=glibc,library,libc-l10n,2.41-12+deb13u3,GNU Libc Maintainers <debian-glibc@lists.debian.org>,pkg:deb/debian/libc-l10n@2.41-12%2Bdeb13u3?arch=all&distro=debian-13.6&upstream=glibc,cpe:2.3:a:libc-l10n:libc-l10n:2.41-12\+deb13u3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libc-l10n,libc-l10n,2.41-12\+deb13u3,*,*,*,*,*,*,*
93463,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libcom-err2@1.47.2-3%2Bb11?arch=amd64&distro=debian-13.6&package-id=2fd2760db44cf33c&upstream=e2fsprogs%401.47.2-3,library,libcom-err2,1.47.2-3+b11,Theodore Y. Ts'o <tytso@mit.edu>,pkg:deb/debian/libcom-err2@1.47.2-3%2Bb11?arch=amd64&distro=debian-13.6&upstream=e2fsprogs%401.47.2-3,cpe:2.3:a:libcom-err2:libcom-err2:1.47.2-3\+b11:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcom-err2,libcom-err2,1.47.2-3\+b11,*,*,*,*,*,*,*
93464,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libcrypt1@1%3A4.4.38-1?arch=amd64&distro=debian-13.6&package-id=757587ed7bd452da&upstream=libxcrypt,library,libcrypt1,1:4.4.38-1,Marco d'Itri <md@linux.it>,pkg:deb/debian/libcrypt1@1%3A4.4.38-1?arch=amd64&distro=debian-13.6&upstream=libxcrypt,cpe:2.3:a:libcrypt1:libcrypt1:1\:4.4.38-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcrypt1,libcrypt1,1\:4.4.38-1,*,*,*,*,*,*,*
93465,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libdb5.3t64@5.3.28%2Bdfsg2-9?arch=amd64&distro=debian-13.6&package-id=691cff16cd9ac9e6&upstream=db5.3,library,libdb5.3t64,5.3.28+dfsg2-9,Debian QA Group <packages@qa.debian.org>,pkg:deb/debian/libdb5.3t64@5.3.28%2Bdfsg2-9?arch=amd64&distro=debian-13.6&upstream=db5.3,cpe:2.3:a:libdb5.3t64:libdb5.3t64:5.3.28\+dfsg2-9:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libdb5.3t64,libdb5.3t64,5.3.28\+dfsg2-9,*,*,*,*,*,*,*
93466,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libdebconfclient0@0.280?arch=amd64&distro=debian-13.6&package-id=58dd2cc5f3eff2c7&upstream=cdebconf,library,libdebconfclient0,0.280,Debian Install System Team <debian-boot@lists.debian.org>,pkg:deb/debian/libdebconfclient0@0.280?arch=amd64&distro=debian-13.6&upstream=cdebconf,cpe:2.3:a:libdebconfclient0:libdebconfclient0:0.280:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libdebconfclient0,libdebconfclient0,0.280,*,*,*,*,*,*,*
93467,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libedit2@3.1-20250104-1?arch=amd64&distro=debian-13.6&package-id=fc1e1bc32510c1ca&upstream=libedit,library,libedit2,3.1-20250104-1,LLVM Packaging Team <pkg-llvm-team@lists.alioth.debian.org>,pkg:deb/debian/libedit2@3.1-20250104-1?arch=amd64&distro=debian-13.6&upstream=libedit,cpe:2.3:a:libedit2:libedit2:3.1-20250104-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libedit2,libedit2,3.1-20250104-1,*,*,*,*,*,*,*
93468,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libffi8@3.4.8-2?arch=amd64&distro=debian-13.6&package-id=f169b5e0007ecadc&upstream=libffi,library,libffi8,3.4.8-2,Debian GCC Maintainers <debian-gcc@lists.debian.org>,pkg:deb/debian/libffi8@3.4.8-2?arch=amd64&distro=debian-13.6&upstream=libffi,cpe:2.3:a:libffi8:libffi8:3.4.8-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libffi8,libffi8,3.4.8-2,*,*,*,*,*,*,*
93469,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgcc-s1@14.2.0-19?arch=amd64&distro=debian-13.6&package-id=2338ed612a82adf3&upstream=gcc-14,library,libgcc-s1,14.2.0-19,Debian GCC Maintainers <debian-gcc@lists.debian.org>,pkg:deb/debian/libgcc-s1@14.2.0-19?arch=amd64&distro=debian-13.6&upstream=gcc-14,cpe:2.3:a:libgcc-s1:libgcc-s1:14.2.0-19:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgcc-s1,libgcc-s1,14.2.0-19,*,*,*,*,*,*,*
93470,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgcrypt20@1.11.0-7%2Bdeb13u1?arch=amd64&distro=debian-13.6&package-id=32738b09752b2320,library,libgcrypt20,1.11.0-7+deb13u1,Debian GnuTLS Maintainers <pkg-gnutls-maint@lists.alioth.debian.org>,pkg:deb/debian/libgcrypt20@1.11.0-7%2Bdeb13u1?arch=amd64&distro=debian-13.6,cpe:2.3:a:libgcrypt20:libgcrypt20:1.11.0-7\+deb13u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgcrypt20,libgcrypt20,1.11.0-7\+deb13u1,*,*,*,*,*,*,*
93472,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgdbm6t64@1.24-2?arch=amd64&distro=debian-13.6&package-id=057243fa006ab11e&upstream=gdbm,library,libgdbm6t64,1.24-2,Nicolas Mora <babelouest@debian.org>,pkg:deb/debian/libgdbm6t64@1.24-2?arch=amd64&distro=debian-13.6&upstream=gdbm,cpe:2.3:a:libgdbm6t64:libgdbm6t64:1.24-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgdbm6t64,libgdbm6t64,1.24-2,*,*,*,*,*,*,*
93471,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgdbm-compat4t64@1.24-2?arch=amd64&distro=debian-13.6&package-id=01e9cffe3bda80ec&upstream=gdbm,library,libgdbm-compat4t64,1.24-2,Nicolas Mora <babelouest@debian.org>,pkg:deb/debian/libgdbm-compat4t64@1.24-2?arch=amd64&distro=debian-13.6&upstream=gdbm,cpe:2.3:a:libgdbm-compat4t64:libgdbm-compat4t64:1.24-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgdbm-compat4t64,libgdbm-compat4t64,1.24-2,*,*,*,*,*,*,*
93473,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgmp10@2%3A6.3.0%2Bdfsg-3?arch=amd64&distro=debian-13.6&package-id=1c7a811a4bd26f31&upstream=gmp,library,libgmp10,2:6.3.0+dfsg-3,Debian Science Maintainers <debian-science-maintainers@lists.alioth.debian.org>,pkg:deb/debian/libgmp10@2%3A6.3.0%2Bdfsg-3?arch=amd64&distro=debian-13.6&upstream=gmp,cpe:2.3:a:libgmp10:libgmp10:2\:6.3.0\+dfsg-3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgmp10,libgmp10,2\:6.3.0\+dfsg-3,*,*,*,*,*,*,*
93474,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgnutls30t64@3.8.9-3%2Bdeb13u4?arch=amd64&distro=debian-13.6&package-id=809ea4b423ef5f0e&upstream=gnutls28,library,libgnutls30t64,3.8.9-3+deb13u4,Debian GnuTLS Maintainers <pkg-gnutls-maint@lists.alioth.debian.org>,pkg:deb/debian/libgnutls30t64@3.8.9-3%2Bdeb13u4?arch=amd64&distro=debian-13.6&upstream=gnutls28,cpe:2.3:a:libgnutls30t64:libgnutls30t64:3.8.9-3\+deb13u4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgnutls30t64,libgnutls30t64,3.8.9-3\+deb13u4,*,*,*,*,*,*,*
93475,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgpg-error0@1.51-4?arch=amd64&distro=debian-13.6&package-id=9a4d2bd621a6c19e&upstream=libgpg-error,library,libgpg-error0,1.51-4,Debian GnuPG Maintainers <pkg-gnupg-maint@lists.alioth.debian.org>,pkg:deb/debian/libgpg-error0@1.51-4?arch=amd64&distro=debian-13.6&upstream=libgpg-error,cpe:2.3:a:libgpg-error0:libgpg-error0:1.51-4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgpg-error0,libgpg-error0,1.51-4,*,*,*,*,*,*,*
93476,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libgssapi-krb5-2@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&package-id=daa1f8dfeee1793b&upstream=krb5,library,libgssapi-krb5-2,1.21.3-5+deb13u1,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libgssapi-krb5-2@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&upstream=krb5,cpe:2.3:a:libgssapi-krb5-2:libgssapi-krb5-2:1.21.3-5\+deb13u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libgssapi-krb5-2,libgssapi-krb5-2,1.21.3-5\+deb13u1,*,*,*,*,*,*,*
93477,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libhogweed6t64@3.10.1-1?arch=amd64&distro=debian-13.6&package-id=149dfd0fe1a0f504&upstream=nettle,library,libhogweed6t64,3.10.1-1,Magnus Holmgren <holmgren@debian.org>,pkg:deb/debian/libhogweed6t64@3.10.1-1?arch=amd64&distro=debian-13.6&upstream=nettle,cpe:2.3:a:libhogweed6t64:libhogweed6t64:3.10.1-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libhogweed6t64,libhogweed6t64,3.10.1-1,*,*,*,*,*,*,*
93478,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libicu76@76.1-4?arch=amd64&distro=debian-13.6&package-id=88987a8b50d3347c&upstream=icu,library,libicu76,76.1-4,Laszlo Boszormenyi (GCS) <gcs@debian.org>,pkg:deb/debian/libicu76@76.1-4?arch=amd64&distro=debian-13.6&upstream=icu,cpe:2.3:a:libicu76:libicu76:76.1-4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libicu76,libicu76,76.1-4,*,*,*,*,*,*,*
93479,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libidn2-0@2.3.8-2?arch=amd64&distro=debian-13.6&package-id=310f287fe307ac10&upstream=libidn2,library,libidn2-0,2.3.8-2,Debian Libidn team <help-libidn@gnu.org>,pkg:deb/debian/libidn2-0@2.3.8-2?arch=amd64&distro=debian-13.6&upstream=libidn2,cpe:2.3:a:libidn2-0:libidn2-0:2.3.8-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libidn2-0,libidn2-0,2.3.8-2,*,*,*,*,*,*,*
93480,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libjson-perl@4.10000-1?arch=all&distro=debian-13.6&package-id=417d573cb687d7b2,library,libjson-perl,4.10000-1,Debian Perl Group <pkg-perl-maintainers@lists.alioth.debian.org>,pkg:deb/debian/libjson-perl@4.10000-1?arch=all&distro=debian-13.6,cpe:2.3:a:libjson-perl:libjson-perl:4.10000-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libjson-perl,libjson-perl,4.10000-1,*,*,*,*,*,*,*
93481,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libk5crypto3@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&package-id=c5f7e9443917908e&upstream=krb5,library,libk5crypto3,1.21.3-5+deb13u1,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libk5crypto3@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&upstream=krb5,cpe:2.3:a:libk5crypto3:libk5crypto3:1.21.3-5\+deb13u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libk5crypto3,libk5crypto3,1.21.3-5\+deb13u1,*,*,*,*,*,*,*
93482,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libkeyutils1@1.6.3-6?arch=amd64&distro=debian-13.6&package-id=6581ff8346184554&upstream=keyutils,library,libkeyutils1,1.6.3-6,Christian Kastner <ckk@debian.org>,pkg:deb/debian/libkeyutils1@1.6.3-6?arch=amd64&distro=debian-13.6&upstream=keyutils,cpe:2.3:a:libkeyutils1:libkeyutils1:1.6.3-6:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libkeyutils1,libkeyutils1,1.6.3-6,*,*,*,*,*,*,*
93483,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libkrb5-3@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&package-id=0d7d9accbe1a77b1&upstream=krb5,library,libkrb5-3,1.21.3-5+deb13u1,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libkrb5-3@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&upstream=krb5,cpe:2.3:a:libkrb5-3:libkrb5-3:1.21.3-5\+deb13u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libkrb5-3,libkrb5-3,1.21.3-5\+deb13u1,*,*,*,*,*,*,*
93484,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libkrb5support0@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&package-id=dcbb71b238b6d3d6&upstream=krb5,library,libkrb5support0,1.21.3-5+deb13u1,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libkrb5support0@1.21.3-5%2Bdeb13u1?arch=amd64&distro=debian-13.6&upstream=krb5,cpe:2.3:a:libkrb5support0:libkrb5support0:1.21.3-5\+deb13u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libkrb5support0,libkrb5support0,1.21.3-5\+deb13u1,*,*,*,*,*,*,*
93485,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libksba8@1.6.7-2%2Bb1?arch=amd64&distro=debian-13.6&package-id=e17fdbaa52128882&upstream=libksba%401.6.7-2,library,libksba8,1.6.7-2+b1,Debian GnuTLS Maintainers <pkg-gnutls-maint@lists.alioth.debian.org>,pkg:deb/debian/libksba8@1.6.7-2%2Bb1?arch=amd64&distro=debian-13.6&upstream=libksba%401.6.7-2,cpe:2.3:a:libksba8:libksba8:1.6.7-2\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libksba8,libksba8,1.6.7-2\+b1,*,*,*,*,*,*,*
93486,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/liblastlog2-2@2.41-5?arch=amd64&distro=debian-13.6&package-id=82f554653d484779&upstream=util-linux,library,liblastlog2-2,2.41-5,Chris Hofstaedtler <zeha@debian.org>,pkg:deb/debian/liblastlog2-2@2.41-5?arch=amd64&distro=debian-13.6&upstream=util-linux,cpe:2.3:a:liblastlog2-2:liblastlog2-2:2.41-5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,liblastlog2-2,liblastlog2-2,2.41-5,*,*,*,*,*,*,*
93487,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libldap2@2.6.10%2Bdfsg-1?arch=amd64&distro=debian-13.6&package-id=614dd2dfa62b9595&upstream=openldap,library,libldap2,2.6.10+dfsg-1,Debian OpenLDAP Maintainers <pkg-openldap-devel@lists.alioth.debian.org>,pkg:deb/debian/libldap2@2.6.10%2Bdfsg-1?arch=amd64&distro=debian-13.6&upstream=openldap,cpe:2.3:a:libldap2:libldap2:2.6.10\+dfsg-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libldap2,libldap2,2.6.10\+dfsg-1,*,*,*,*,*,*,*
93488,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libllvm19@1%3A19.1.7-3%2Bb1?arch=amd64&distro=debian-13.6&package-id=a5b28cd801b4cb4e&upstream=llvm-toolchain-19%401%3A19.1.7-3,library,libllvm19,1:19.1.7-3+b1,LLVM Packaging Team <pkg-llvm-team@lists.alioth.debian.org>,pkg:deb/debian/libllvm19@1%3A19.1.7-3%2Bb1?arch=amd64&distro=debian-13.6&upstream=llvm-toolchain-19%401%3A19.1.7-3,cpe:2.3:a:libllvm19:libllvm19:1\:19.1.7-3\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libllvm19,libllvm19,1\:19.1.7-3\+b1,*,*,*,*,*,*,*
93489,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/liblz4-1@1.10.0-4?arch=amd64&distro=debian-13.6&package-id=4027ba8f2aab9b06&upstream=lz4,library,liblz4-1,1.10.0-4,Nobuhiro Iwamatsu <iwamatsu@debian.org>,pkg:deb/debian/liblz4-1@1.10.0-4?arch=amd64&distro=debian-13.6&upstream=lz4,cpe:2.3:a:liblz4-1:liblz4-1:1.10.0-4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,liblz4-1,liblz4-1,1.10.0-4,*,*,*,*,*,*,*
93490,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/liblzma5@5.8.1-1%2Bdeb13u1?arch=amd64&distro=debian-13.6&package-id=9ade75968c48cc77&upstream=xz-utils,library,liblzma5,5.8.1-1+deb13u1,Sebastian Andrzej Siewior <sebastian@breakpoint.cc>,pkg:deb/debian/liblzma5@5.8.1-1%2Bdeb13u1?arch=amd64&distro=debian-13.6&upstream=xz-utils,cpe:2.3:a:liblzma5:liblzma5:5.8.1-1\+deb13u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,liblzma5,liblzma5,5.8.1-1\+deb13u1,*,*,*,*,*,*,*
93491,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libmd0@1.1.0-2%2Bb1?arch=amd64&distro=debian-13.6&package-id=ffd304ab77f359f2&upstream=libmd%401.1.0-2,library,libmd0,1.1.0-2+b1,Guillem Jover <guillem@debian.org>,pkg:deb/debian/libmd0@1.1.0-2%2Bb1?arch=amd64&distro=debian-13.6&upstream=libmd%401.1.0-2,cpe:2.3:a:libmd0:libmd0:1.1.0-2\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libmd0,libmd0,1.1.0-2\+b1,*,*,*,*,*,*,*
93492,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libmount1@2.41-5?arch=amd64&distro=debian-13.6&package-id=fb348d32a9e96833&upstream=util-linux,library,libmount1,2.41-5,Chris Hofstaedtler <zeha@debian.org>,pkg:deb/debian/libmount1@2.41-5?arch=amd64&distro=debian-13.6&upstream=util-linux,cpe:2.3:a:libmount1:libmount1:2.41-5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libmount1,libmount1,2.41-5,*,*,*,*,*,*,*
93493,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libncursesw6@6.5%2B20250216-2?arch=amd64&distro=debian-13.6&package-id=212a71fa16031fdf&upstream=ncurses,library,libncursesw6,6.5+20250216-2,Ncurses Maintainers <ncurses@packages.debian.org>,pkg:deb/debian/libncursesw6@6.5%2B20250216-2?arch=amd64&distro=debian-13.6&upstream=ncurses,cpe:2.3:a:libncursesw6:libncursesw6:6.5\+20250216-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libncursesw6,libncursesw6,6.5\+20250216-2,*,*,*,*,*,*,*
93494,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libnettle8t64@3.10.1-1?arch=amd64&distro=debian-13.6&package-id=830df7dec0785e1a&upstream=nettle,library,libnettle8t64,3.10.1-1,Magnus Holmgren <holmgren@debian.org>,pkg:deb/debian/libnettle8t64@3.10.1-1?arch=amd64&distro=debian-13.6&upstream=nettle,cpe:2.3:a:libnettle8t64:libnettle8t64:3.10.1-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libnettle8t64,libnettle8t64,3.10.1-1,*,*,*,*,*,*,*
93495,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libnpth0t64@1.8-3?arch=amd64&distro=debian-13.6&package-id=ed714f9d6c0e6eab&upstream=npth,library,libnpth0t64,1.8-3,Eric Dorland <eric@debian.org>,pkg:deb/debian/libnpth0t64@1.8-3?arch=amd64&distro=debian-13.6&upstream=npth,cpe:2.3:a:libnpth0t64:libnpth0t64:1.8-3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libnpth0t64,libnpth0t64,1.8-3,*,*,*,*,*,*,*
93496,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libnss-wrapper@1.1.16-1?arch=amd64&distro=debian-13.6&package-id=0503328e02f2a6fa&upstream=nss-wrapper,library,libnss-wrapper,1.1.16-1,Debian SSSD Team <pkg-sssd-devel@alioth-lists.debian.net>,pkg:deb/debian/libnss-wrapper@1.1.16-1?arch=amd64&distro=debian-13.6&upstream=nss-wrapper,cpe:2.3:a:libnss-wrapper:libnss-wrapper:1.1.16-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libnss-wrapper,libnss-wrapper,1.1.16-1,*,*,*,*,*,*,*
93497,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libnuma1@2.0.19-1?arch=amd64&distro=debian-13.6&package-id=db6670b54c9039c7&upstream=numactl,library,libnuma1,2.0.19-1,Ian Wienand <ianw@debian.org>,pkg:deb/debian/libnuma1@2.0.19-1?arch=amd64&distro=debian-13.6&upstream=numactl,cpe:2.3:a:libnuma1:libnuma1:2.0.19-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libnuma1,libnuma1,2.0.19-1,*,*,*,*,*,*,*
93498,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libp11-kit0@0.25.5-3?arch=amd64&distro=debian-13.6&package-id=21af26782f8669a0&upstream=p11-kit,library,libp11-kit0,0.25.5-3,Debian GnuTLS Maintainers <pkg-gnutls-maint@lists.alioth.debian.org>,pkg:deb/debian/libp11-kit0@0.25.5-3?arch=amd64&distro=debian-13.6&upstream=p11-kit,cpe:2.3:a:libp11-kit0:libp11-kit0:0.25.5-3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libp11-kit0,libp11-kit0,0.25.5-3,*,*,*,*,*,*,*
93502,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libpam0g@1.7.0-5?arch=amd64&distro=debian-13.6&package-id=1c6c7728b37b94de&upstream=pam,library,libpam0g,1.7.0-5,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libpam0g@1.7.0-5?arch=amd64&distro=debian-13.6&upstream=pam,cpe:2.3:a:libpam0g:libpam0g:1.7.0-5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libpam0g,libpam0g,1.7.0-5,*,*,*,*,*,*,*
93499,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libpam-modules@1.7.0-5?arch=amd64&distro=debian-13.6&package-id=1f32975dfd37be95&upstream=pam,library,libpam-modules,1.7.0-5,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libpam-modules@1.7.0-5?arch=amd64&distro=debian-13.6&upstream=pam,cpe:2.3:a:libpam-modules:libpam-modules:1.7.0-5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libpam-modules,libpam-modules,1.7.0-5,*,*,*,*,*,*,*
93500,docker.io/library/postgres,18.4,pilot/results/sboms/postgres-18.4.cdx.json,pkg:deb/debian/libpam-modules-bin@1.7.0-5?arch=amd64&distro=debian-13.6&package-id=cb7fdbb7b6a04bdc&upstream=pam,library,libpam-modules-bin,1.7.0-5,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/libpam-modules-bin@1.7.0-5?arch=amd64&distro=debian-13.6&upstream=pam,cpe:2.3:a:libpam-modules-bin:libpam-modules-bin:1.7.0-5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libpam-modules-bin,libpam-modules-bin,1.7.0-5,*,*,*,*,*,*,*
