property_key,semantic_key,component_count,coverage_percent,occurrence_count,distinct_value_count,representative_values,value_pattern,firmware_path_related,analysis_source_binary_path_related,package_source_traceability_use,sdk_makefile_traceability
EMBA:sbom:location:73:path,path,5,0.86,5,5,'/www/cgi-bin/luci' | '/etc/config/pcom' | '/bin/date' | '/etc/uci-defaults/old/50_privoxy' | '/www/assets/app.channel-analysis.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:74:path,path,5,0.86,5,5,'/usr/lib/lua/api/Validations.lua' | '/lib/upgrade/do_stage2' | '/usr/bin/wc' | '/etc/uci-defaults/old/70_sms_utils' | '/www/assets/app.firewall.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:75:path,path,5,0.86,5,5,'/usr/lib/lua/api/api_table_wrapper.lua' | '/etc/group' | '/usr/bin/[' | '/etc/uci-defaults/etc/15-setcap' | '/www/assets/app.recipients.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:76:path,path,5,0.86,5,5,'/usr/lib/lua/api/core/login.lua' | '/etc/rc.button/reset' | '/usr/bin/nslookup' | '/etc/uci-defaults/7.6/99_gps_add_multiple_section_support' | '/www/assets/app.auto-reboot.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:77:path,path,5,0.86,5,5,'/usr/lib/lua/api/responder.lua' | '/lib/upgrade/stage2' | '/usr/bin/pgrep' | '/etc/uci-defaults/7.6/99_stunnel_options' | '/www/assets/app.mobile.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:78:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/access.lua' | '/sbin/firstboot' | '/bin/umount' | '/etc/uci-defaults/old/50_mobifd_network_simcard_migrate' | '/www/assets/app.mwan3.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:79:path,path,5,0.86,5,5,'/usr/lib/lua/api/put_logic.lua' | '/etc/hotplug.d/net/00-sysctl' | '/usr/bin/tail' | '/etc/uci-defaults/old/99_vuci' | '/www/assets/app.rut-fota.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:7:path,path,66,11.34,66,66,'/usr/local/bin/backup_apn_db' | '/etc/cacert.pem' | '/usr/lib/libdavici.so' | '/etc/ddns/services' | '/usr/lib/ddns/update_no-ip_com.sh',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:80:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/modbus_utils.lua' | '/etc/proprietary_keys/adae384061a20494' | '/usr/sbin/ntpd-hotplug' | '/etc/uci-defaults/7.3/99_system_zonename' | '/www/assets/app.mobile-utilities.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:81:path,path,5,0.86,5,5,'/usr/lib/lua/api/dispatcher_lib.lua' | '/etc/hosts' | '/usr/bin/mkfifo' | '/etc/uci-defaults/old/99_dmvpn-sections' | '/www/assets/app.ports-settings.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:82:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/status.lua' | '/lib/functions.sh' | '/bin/chgrp' | '/etc/uci-defaults/7.5/99_multi_wifi_index' | '/www/assets/app.multiusers.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:83:path,path,5,0.86,5,5,'/usr/lib/lua/api/core/bulk.lua' | '/etc/iproute2/rt_tables' | '/bin/cp' | '/etc/uci-defaults/old/10_mosquitto_migrate' | '/www/assets/app.overview.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:84:path,path,5,0.86,5,5,'/etc/init.d/event_server' | '/rom/note' | '/usr/bin/mkpasswd' | '/etc/uci-defaults/old/34_sim_switch' | '/www/assets/app.l2tp.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:85:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/profiles.lua' | '/etc/inittab' | '/sbin/poweroff' | '/etc/uci-defaults/7.8/99_bacnet_firewall_rule_convert' | '/www/assets/app.password-policy.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:86:path,path,5,0.86,5,5,'/usr/lib/lua/api/get_logic.lua' | '/etc/openwrt_release' | '/usr/bin/[[' | '/etc/uci-defaults/7.5/99_firewall_redirect_priority' | '/www/assets/app.routes.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:87:path,path,5,0.86,5,5,'/www/cgi-bin/subscribe.lua' | '/etc/profile' | '/bin/dd' | '/etc/uci-defaults/7.5/99_routername_migration' | '/www/assets/app.reset.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:88:path,path,5,0.86,5,5,'/usr/lib/lua/api/query.lua' | '/lib/upgrade/keep.d/default_config' | '/bin/lock' | '/etc/uci-defaults/etc/13_group-user' | '/www/assets/app.usb-tools.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:89:path,path,4,0.69,4,4,'/usr/lib/lua/api/services/serial_status.lua' | '/etc/hotplug.d/net/21-usbnet-tuning.sh' | '/bin/df' | '/etc/uci-defaults/7.5/99_events_reporting',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:8:path,path,214,36.77,214,214,'/usr/local/share/mobifd/apn.db.gz' | '/etc/ssl/certs/ca-certificates.crt' | '/usr/bin/curl' | '/usr/lib/lua/api/services/ds_formats/ds_format_custom.lua' | '/usr/lib/lua/api/services/ds_inputs/ds_input_gsm.lua',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:90:path,path,4,0.69,4,4,'/usr/lib/lua/vuci/sys.lua' | '/etc/init.d/sysfixtime' | '/bin/false' | '/etc/uci-defaults/7.9/00_rms_mqtt_update_sections',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:91:path,path,4,0.69,4,4,'/usr/lib/lua/vuci/network/proto_connm.lua' | '/etc/TZ' | '/usr/bin/killall' | '/etc/uci-defaults/old/99_wireless-hostapd',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:92:path,path,4,0.69,4,4,'/usr/lib/lua/api/core/logout.lua' | '/etc/init.d/umount' | '/usr/bin/sort' | '/etc/uci-defaults/old/82_uhttpd',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:93:path,path,4,0.69,4,4,'/usr/lib/lua/api/BaseEndpoint.lua' | '/lib/functions/service.sh' | '/bin/mkdir' | '/etc/uci-defaults/7.8/99_dhcpv6_deprecated_update',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:94:path,path,4,0.69,4,4,'/usr/lib/lua/api/standard_codes.lua' | '/lib/upgrade/keep.d/base-files-essential' | '/sbin/ifconfig' | '/etc/uci-defaults/7.5/99_landingpage_custom_theme',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:95:path,path,4,0.69,4,4,'/usr/lib/lua/api/network/interfaces_status.lua' | '/etc/sysctl.d/10-default.conf' | '/bin/traceroute' | '/etc/uci-defaults/7.7/99_rut_fota_fix',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:96:path,path,4,0.69,4,4,'/usr/lib/lua/vuci/mwan.lua' | '/etc/passwd' | '/usr/bin/cmp' | '/etc/uci-defaults/old/15_ioman',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:97:path,path,4,0.69,4,4,'/usr/lib/lua/vuci/email.lua' | '/etc/iproute2/ematch_map' | '/usr/bin/reset' | '/etc/uci-defaults/7.8/99_openvpn_options_migrate',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:98:path,path,4,0.69,4,4,'/usr/lib/lua/vuci/certificates.lua' | '/lib/config.d/100-generate-system-conf' | '/usr/share/acl.d/ntpd.json' | '/etc/uci-defaults/old/05_system',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:99:path,path,4,0.69,4,4,'/sbin/api' | '/etc/mtab' | '/etc/capabilities/ntpd.json' | '/etc/uci-defaults/7.6/2-dhcpv6-server',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:9:path,path,213,36.6,213,213,'/etc/uci-defaults/etc/99_apn_db' | '/etc/ssl/cert.pem' | '/usr/share/acl.d/ds_gsm.json' | '/etc/data_sender/modules/input/lua/example_input_lua.lua' | '/etc/data_sender/modules/format/lua/example_format_lua.lua',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:source_location:11:additional_source_path,additional_source_path,1,0.17,1,1,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/cfg80211.ko,ABSOLUTE_PATH,True,True,Adds exact kernel-module artifact paths to the kernel component.,Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:source_location:12:additional_source_path,additional_source_path,1,0.17,1,1,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/pulse_counter.ko,ABSOLUTE_PATH,True,True,Adds exact kernel-module artifact paths to the kernel component.,Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:source_location:13:additional_source_path,additional_source_path,1,0.17,2,2,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/gpio-button-hotplug.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mt7603e.ko,ABSOLUTE_PATH,True,True,Adds exact kernel-module artifact paths to the kernel component.,Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:source_location:15:additional_source_path,additional_source_path,1,0.17,2,2,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/tlt_gpio.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mac80211.ko,ABSOLUTE_PATH,True,True,Adds exact kernel-module artifact paths to the kernel component.,Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:source_location:1:source_path,source_path,582,100.0,582,581,'/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/opkg/info/api-core.control' | '/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/opkg/info/apn_db.control' | '/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/opkg/info/avl.control' | '/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/opkg/info/base-files.control' | '/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/opkg/info/block-mount.control',ABSOLUTE_PATH,True,True,Maps a component to an exact installed control file or detected firmware binary path.,Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:source_location:9:additional_source_path,additional_source_path,1,0.17,2,2,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/compat.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/ovpn-dco-v2.ko,ABSOLUTE_PATH,True,True,Adds exact kernel-module artifact paths to the kernel component.,Not testable: no exact-version SDK/GPL artifact was available.
