source_package,installed_component_count,installed_packages,source_structure,is_vendor_specific,makefile_path_candidate,makefile_verified,evidence_origin
feeds/luci/libs/luci-lib-ip,1,luci-lib-ip,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,feeds/luci/libs/luci-lib-ip/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/uclient,2,libuclient20201210 | uclient-fetch,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/uclient/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/ustream-ssl,1,libustream-openssl20201210,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/ustream-ssl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/zlib,1,zlib,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/zlib/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/config/firewall,1,firewall,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/config/firewall/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/config/gre,1,gre,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/config/gre/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/config/netifd,1,netifd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/config/netifd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/config/swconfig,1,swconfig,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/config/swconfig/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/config/wifi-scripts,1,wifi-scripts,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/config/wifi-scripts/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/config/xfrm,1,xfrm,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/config/xfrm/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/ipv6/odhcp6c,1,odhcp6c,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/ipv6/odhcp6c/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/dnsmasq,1,dnsmasq,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/dnsmasq/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/dropbear,1,dropbear,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/dropbear/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/hostapd,2,hostapd-common | wpad-openssl,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/services/hostapd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/mosquitto,1,libmosquitto-ssl,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/mosquitto/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/mwan3,1,mwan3,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/mwan3/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/odhcpd,1,odhcpd-ipv6only,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/odhcpd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/openssh,1,openssh-sftp-server,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/openssh/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/openvpn,1,openvpn-openssl,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/openvpn/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/ppp,4,ppp | ppp-mod-pppoe | ppp-mod-pppol2tp | ppp-mod-pptp,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/services/ppp/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/pptpd,1,pptpd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/pptpd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/strongswan,28,strongswan | strongswan-charon | strongswan-minimal | strongswan-mod-connmark | strongswan-mod-constraints | strongswan-mod-des | strongswan-mod-eap-identity | strongswan-mod-eap-mschapv2 | strongswan-mod-kernel-netlink | strongswan-mod-md4 | strongswan-mod-mgf1 | strongswan-mod-nonce | strongswan-mod-openssl | strongswan-mod-pem | strongswan-mod-pgp | strongswan-mod-pkcs1 | strongswan-mod-pkcs8 | strongswan-mod-pubkey | strongswan-mod-random | strongswan-mod-revocation | strongswan-mod-sha1 | strongswan-mod-socket-default | strongswan-mod-updown | strongswan-mod-vici | strongswan-mod-x509 | strongswan-mod-xauth-generic | strongswan-mod-xcbc | strongswan-swanctl,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/services/strongswan/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/uhttpd,3,uhttpd | uhttpd-mod-lua | uhttpd-mod-ubus,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/services/uhttpd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/services/xl2tpd,1,xl2tpd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/services/xl2tpd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/curl,2,curl | libcurl4,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/utils/curl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/ethtool,1,ethtool,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/ethtool/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/iproute2,1,ip-full,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/iproute2/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/ipset,2,ipset | libipset13,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/utils/ipset/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/iptables,8,ip6tables | iptables | iptables-mod-conntrack-extra | iptables-mod-ipopt | iptables-mod-ipsec | libip4tc2 | libip6tc2 | libxtables12,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/utils/iptables/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/iw-515,1,iw-515,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/iw-515/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/iwinfo,4,iwinfo | libiwinfo-data | libiwinfo-lua | libiwinfo20230121,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/network/utils/iwinfo/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/resolveip,1,resolveip,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/resolveip/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/swanmon,1,swanmon,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/swanmon/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/wireguard-tools,1,wireguard-tools,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/wireguard-tools/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/network/utils/wwan,1,wwan,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/network/utils/wwan/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/ca-certificates,1,ca-bundle,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/ca-certificates/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/fstools,2,block-mount | fstools,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/system/fstools/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/fwcert,1,fwcert,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/system/fwcert/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/fwtool,1,fwtool,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/fwtool/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/mtd,1,mtd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/mtd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/openwrt-keyring,1,openwrt-keyring,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/openwrt-keyring/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/opkg,1,opkg,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/opkg/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/procd,2,procd | procd-init,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/system/procd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/rpcd,4,rpcd | rpcd-mod-file | rpcd-mod-iwinfo | rpcd-mod-rpcsys,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/system/rpcd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/ubox,3,getrandom | logd | ubox,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/system/ubox/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/ubus,4,libubus-lua | libubus20210630 | ubus | ubusd,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/system/ubus/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/uci,3,libuci-lua | libuci20130104 | uci,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/system/uci/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/urandom-seed,1,urandom-seed,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/urandom-seed/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/urngd,1,urngd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/urngd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/system/usign,1,usign,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/system/usign/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/apn_db,1,apn_db,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/apn_db/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/cypress-serial,1,kmod-cypress-serial,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/cypress-serial/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/data_sender,15,data-sender | data-sender-mod-base | data-sender-mod-format-custom | data-sender-mod-gsm | data-sender-mod-http | data-sender-mod-lua-in | data-sender-mod-lua_format | data-sender-mod-mdcollect | data-sender-mod-mnfinfo | data-sender-mod-modbus | data-sender-mod-modbus-alarm | data-sender-mod-mqtt-in | data-sender-mod-mqtt-out | data-sender-mod-opcua | data-sender-mod-ubus,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/data_sender/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/ddns-scripts,5,ddns-scripts | ddns-scripts_cloudflare.com-v4 | ddns-scripts_no-ip_com | ddns-scripts_nsupdate | tlt-ddns,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/ddns-scripts/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/esim-lpac,4,esim-lpac | liblpac | lua_lpac | rpc_esim,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/esim-lpac/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/event_juggler,1,event-juggler,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/event_juggler/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/fmt-usb-msd,1,fmt-usb-msd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/fmt-usb-msd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/gkeepalive,1,gkeepalive,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/gkeepalive/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/gps,5,avl | gpsctl | gpsd | libgps | ntp_gps,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/gps/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/gsm,4,gsmctl | gsmd | libgsm1.0 | liburc,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/gsm/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/io_scheduler,1,io_scheduler,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/io_scheduler/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/iomand,1,iomand1.0,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/iomand/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/ip_blockd,1,ip_blockd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/ip_blockd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/ledman,1,ledman-full,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/ledman/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/ezopcua,1,ezopcua,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/ezopcua/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libapi,1,libapi20241125,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libapi/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libboardjson,1,libboardjson,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libboardjson/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libcfg,1,libcfg20250129,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libcfg/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libcfgx,1,libcfgx,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libcfgx/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/liblog,1,liblog,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/liblog/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libnetifd,1,libnetifd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libnetifd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libparam,1,libparam,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libparam/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libtlt-logger,1,libtlt-logger,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libtlt-logger/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libtlt_smtp,1,libtlt_smtp,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libtlt_smtp/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libtlt_termios,1,libtlt_termios1.0,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libtlt_termios/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/libtlt_uci,1,libtlt_uci,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/libtlt_uci/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/libs/modems,1,modems,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/libs/modems/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/macchina-gateway,1,macchina-gateway,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/macchina-gateway/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/macchina-sdk,1,macchina_sdk,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/macchina-sdk/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/mctl,3,libmctl | mctl | modem_trackd,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/mctl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/mdcollect,2,libmdcollect | mdcollectd,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/mdcollect/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/mnfinfo,3,libmnfinfo | mnfinfo | rpcd-mod-mnfinfo,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/mnfinfo/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/mobifd,1,mobifd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/mobifd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/mobutils,3,mobutils | mobutils-call_utilities | mobutils-sms_utilities,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/mobutils/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/modbus_client,1,modbus_client,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/modbus_client/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/modbus_server,1,modbus_server,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/modbus_server/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/modbusgwd,1,modbusgwd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/modbusgwd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/modem_control,1,modem_control,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/modem_control/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/mqtt-modbus-gateway,1,mqtt-modbus-gateway,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/mqtt-modbus-gateway/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/multiple_ap,1,multiple_ap,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/multiple_ap/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/ntpclient,1,ntpclient,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/ntpclient/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/opcua_client,1,opcua_client,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/opcua_client/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/opcua_server,1,opcua_server,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/opcua_server/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/package_restore,1,package_restore,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/package_restore/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/pcom_master,1,pcom_master,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/pcom_master/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/port_eventsd,1,port_eventsd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/port_eventsd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/post_get,3,post-get | post-get-io | post-get-mobile,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/post_get/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/profiler,1,profiler,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/profiler/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/quectel/quectel_dfota,1,dfota,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/quectel/quectel_dfota/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/quota_limit,1,quota_limit,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/quota_limit/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/reboot_utils,3,reboot_utils | reboot_utils-periodic | reboot_utils-ping,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/reboot_utils/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/rms-packages,1,librms,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/rms-packages/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/rut_fota,2,librut_fota | rut_fota,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/rut_fota/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/serial,1,serial,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/serial/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/shellinabox,1,shellinabox,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/shellinabox/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/sim_switch,1,sim_switch,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/sim_switch/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/smslimit,1,rpcd-mod-smslimit,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/smslimit/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/snsupdate,1,snsupdate,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/snsupdate/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/sodog-tlt,1,sodog-tlt,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/sodog-tlt/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/storage-memory-expansion,1,storage-memory-expansion,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/storage-memory-expansion/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/troubleshoot,1,troubleshoot,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/troubleshoot/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/uci-default,1,uci-default,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/uci-default/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/uqmi,2,libtlt_uqmi | uqmi,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,True,package/teltonika/uqmi/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/teltonika/urcd,1,urcd,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,package/teltonika/urcd/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/busybox,1,busybox,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/utils/busybox/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/e2fsprogs,4,e2fsprogs | libcomerr0 | libext2fs2 | libss2,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/utils/e2fsprogs/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/exfatprogs,1,exfat-mkfs,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/utils/exfatprogs/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/jsonfilter,1,jsonfilter,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/utils/jsonfilter/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/lua,2,liblua5.1.5 | lua,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/utils/lua/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/minizip,1,minizip,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/utils/minizip/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/ucode,7,libucode20220812 | ucode | ucode-mod-fs | ucode-mod-nl80211 | ucode-mod-rtnl | ucode-mod-ubus | ucode-mod-uloop,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/utils/ucode/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/utils/util-linux,2,libblkid1 | libuuid1,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/utils/util-linux/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
